date,company,category,price,change
2025-05-22,Amazon,E-commerce,4305.9,0.185
2025-05-23,Amazon,E-commerce,3878.3,-0.099
2025-05-24,Amazon,E-commerce,3874.1,-0.001
2025-05-25,Amazon,E-commerce,3565.5,-0.08
2025-05-26,Amazon,E-commerce,3258.7,-0.086
2025-05-27,Amazon,E-commerce,2655.0,-0.185
2025-05-28,Amazon,E-commerce,2771.4,0.044
2025-05-29,Amazon,E-commerce,2774.3,0.001
2025-05-30,Amazon,E-commerce,2276.6,-0.179
2025-05-31,Amazon,E-commerce,2075.0,-0.089
2025-06-01,Amazon,E-commerce,2413.9,0.163
2025-06-02,Amazon,E-commerce,2162.4,-0.104
2025-06-03,Amazon,E-commerce,1855.3,-0.142
2025-06-04,Amazon,E-commerce,1847.4,-0.004
2025-06-05,Amazon,E-commerce,2206.3,0.194
2025-06-06,Amazon,E-commerce,1978.7,-0.103
2025-06-07,Amazon,E-commerce,2114.9,0.069
2025-06-08,Amazon,E-commerce,2336.2,0.105
2025-06-09,Amazon,E-commerce,2091.1,-0.105
2025-06-10,Amazon,E-commerce,2281.9,0.091
2025-06-11,Amazon,E-commerce,2161.3,-0.053
2025-06-12,Amazon,E-commerce,2275.6,0.053
2025-06-13,Amazon,E-commerce,2397.2,0.053
2025-06-14,Amazon,E-commerce,2431.5,0.014
2025-06-15,Amazon,E-commerce,2033.0,-0.164
2025-06-16,Amazon,E-commerce,2305.7,0.134
2025-06-17,Amazon,E-commerce,2140.4,-0.072
2025-06-18,Amazon,E-commerce,1872.0,-0.125
2025-06-19,Amazon,E-commerce,1528.1,-0.184
2025-06-20,Amazon,E-commerce,1583.7,0.036
2025-06-21,Amazon,E-commerce,1696.2,0.071
2025-06-22,Amazon,E-commerce,1368.2,-0.193
2025-06-23,Amazon,E-commerce,1374.8,0.005
2025-06-24,Amazon,E-commerce,1224.4,-0.109
2025-06-25,Amazon,E-commerce,1295.5,0.058
2025-06-26,Amazon,E-commerce,1126.8,-0.13
2025-06-27,Amazon,E-commerce,1212.8,0.076
2025-06-28,Amazon,E-commerce,1157.9,-0.045
2025-06-29,Amazon,E-commerce,1360.1,0.175
2025-06-30,Amazon,E-commerce,1162.9,-0.145
2025-07-01,Amazon,E-commerce,1089.0,-0.064
2025-07-02,Amazon,E-commerce,920.6,-0.155
2025-07-03,Amazon,E-commerce,1077.0,0.17
2025-07-04,Amazon,E-commerce,1239.6,0.151
2025-07-05,Amazon,E-commerce,1119.6,-0.097
2025-07-06,Amazon,E-commerce,1191.2,0.064
2025-07-07,Amazon,E-commerce,1342.4,0.127
2025-07-08,Amazon,E-commerce,1372.0,0.022
2025-07-09,Amazon,E-commerce,1388.3,0.012
2025-07-10,Amazon,E-commerce,1244.9,-0.103
2025-07-11,Amazon,E-commerce,1042.3,-0.163
2025-07-12,Amazon,E-commerce,1207.9,0.159
2025-07-13,Amazon,E-commerce,1401.4,0.16
2025-07-14,Amazon,E-commerce,1476.0,0.053
2025-07-15,Amazon,E-commerce,1380.9,-0.064
2025-07-16,Amazon,E-commerce,1297.7,-0.06
2025-07-17,Amazon,E-commerce,1414.9,0.09
2025-07-18,Amazon,E-commerce,1639.7,0.159
2025-07-19,Amazon,E-commerce,1893.6,0.155
2025-07-20,Amazon,E-commerce,2105.6,0.112
2025-07-21,Amazon,E-commerce,2225.2,0.057
2025-07-22,Amazon,E-commerce,1855.0,-0.166
2025-07-23,Amazon,E-commerce,1604.0,-0.135
2025-07-24,Amazon,E-commerce,1859.7,0.159
2025-07-25,Amazon,E-commerce,1938.8,0.043
2025-07-26,Amazon,E-commerce,1558.2,-0.196
2025-07-27,Amazon,E-commerce,1309.8,-0.159
2025-07-28,Amazon,E-commerce,1395.5,0.065
2025-07-29,Amazon,E-commerce,1119.2,-0.198
2025-07-30,Amazon,E-commerce,967.3,-0.136
2025-07-31,Amazon,E-commerce,986.2,0.019
2025-08-01,Amazon,E-commerce,1061.9,0.077
2025-08-02,Amazon,E-commerce,1126.5,0.061
2025-08-03,Amazon,E-commerce,1002.2,-0.11
2025-08-04,Amazon,E-commerce,1087.3,0.085
2025-08-05,Amazon,E-commerce,973.0,-0.105
2025-08-06,Amazon,E-commerce,905.0,-0.07
2025-08-07,Amazon,E-commerce,994.3,0.099
2025-08-08,Amazon,E-commerce,1053.8,0.06
2025-08-09,Amazon,E-commerce,1201.0,0.14
2025-08-10,Amazon,E-commerce,1276.7,0.063
2025-08-11,Amazon,E-commerce,1311.6,0.027
2025-08-12,Amazon,E-commerce,1098.4,-0.163
2025-08-13,Amazon,E-commerce,1040.3,-0.053
2025-08-14,Amazon,E-commerce,942.6,-0.094
2025-08-15,Amazon,E-commerce,846.1,-0.102
2025-08-16,Amazon,E-commerce,1006.1,0.189
2025-08-17,Amazon,E-commerce,963.1,-0.043
2025-08-18,Amazon,E-commerce,1114.2,0.157
2025-08-19,Amazon,E-commerce,1172.6,0.052
2025-08-20,Amazon,E-commerce,1310.9,0.118
2025-08-21,Amazon,E-commerce,1312.3,0.001
2025-08-22,Amazon,E-commerce,1352.6,0.031
2025-08-23,Amazon,E-commerce,1348.6,-0.003
2025-08-24,Amazon,E-commerce,1184.2,-0.122
2025-08-25,Amazon,E-commerce,1289.6,0.089
2025-08-26,Amazon,E-commerce,1176.5,-0.088
2025-08-27,Amazon,E-commerce,952.6,-0.19
2025-08-28,Amazon,E-commerce,1008.1,0.058
2025-08-29,Amazon,E-commerce,877.9,-0.129
2025-08-30,Amazon,E-commerce,1032.5,0.176
2025-08-31,Amazon,E-commerce,1220.0,0.182
2025-09-01,Amazon,E-commerce,1422.5,0.166
2025-09-02,Amazon,E-commerce,1348.6,-0.052
2025-09-03,Amazon,E-commerce,1087.2,-0.194
2025-09-04,Amazon,E-commerce,1273.5,0.171
2025-09-05,Amazon,E-commerce,1236.9,-0.029
2025-09-06,Amazon,E-commerce,1467.8,0.187
2025-09-07,Amazon,E-commerce,1740.0,0.185
2025-09-08,Amazon,E-commerce,1985.6,0.141
2025-09-09,Amazon,E-commerce,1822.4,-0.082
2025-09-10,Amazon,E-commerce,1738.6,-0.046
2025-09-11,Amazon,E-commerce,1982.8,0.14
2025-09-12,Amazon,E-commerce,1837.6,-0.073
2025-09-13,Amazon,E-commerce,1594.7,-0.132
2025-09-14,Amazon,E-commerce,1630.9,0.023
2025-09-15,Amazon,E-commerce,1915.4,0.174
2025-09-16,Amazon,E-commerce,2065.6,0.078
2025-09-17,Amazon,E-commerce,2123.5,0.028
2025-09-18,Amazon,E-commerce,1781.4,-0.161
2025-09-19,Amazon,E-commerce,1863.3,0.046
2025-09-20,Amazon,E-commerce,2228.6,0.196
2025-09-21,Amazon,E-commerce,1907.7,-0.144
2025-09-22,Amazon,E-commerce,1921.7,0.007
2025-09-23,Amazon,E-commerce,2211.8,0.151
2025-09-24,Amazon,E-commerce,2424.8,0.096
2025-09-25,Amazon,E-commerce,2615.9,0.079
2025-09-26,Amazon,E-commerce,2827.8,0.081
2025-09-27,Amazon,E-commerce,2668.8,-0.056
2025-09-28,Amazon,E-commerce,2448.5,-0.083
2025-09-29,Amazon,E-commerce,2751.5,0.124
2025-09-30,Amazon,E-commerce,3092.8,0.124
2025-10-01,Amazon,E-commerce,3546.9,0.147
2025-10-02,Amazon,E-commerce,4133.2,0.165
2025-10-03,Amazon,E-commerce,4151.9,0.005
2025-10-04,Amazon,E-commerce,4154.5,0.001
2025-10-05,Amazon,E-commerce,4650.2,0.119
2025-10-06,Amazon,E-commerce,4929.1,0.06
2025-10-07,Amazon,E-commerce,5327.3,0.081
2025-10-08,Amazon,E-commerce,5957.6,0.118
2025-10-09,Amazon,E-commerce,6887.0,0.156
2025-10-10,Amazon,E-commerce,6440.7,-0.065
2025-10-11,Amazon,E-commerce,6120.2,-0.05
2025-10-12,Amazon,E-commerce,5126.2,-0.162
2025-10-13,Amazon,E-commerce,5286.7,0.031
2025-10-14,Amazon,E-commerce,4305.4,-0.186
2025-10-15,Amazon,E-commerce,4246.2,-0.014
2025-10-16,Amazon,E-commerce,4318.6,0.017
2025-10-17,Amazon,E-commerce,3949.8,-0.085
2025-10-18,Amazon,E-commerce,4093.4,0.036
2025-10-19,Amazon,E-commerce,3324.6,-0.188
2025-10-20,Amazon,E-commerce,2709.4,-0.185
2025-10-21,Amazon,E-commerce,3059.0,0.129
2025-10-22,Amazon,E-commerce,2887.9,-0.056
2025-10-23,Amazon,E-commerce,2457.1,-0.149
2025-10-24,Amazon,E-commerce,2479.0,0.009
2025-10-25,Amazon,E-commerce,2746.7,0.108
2025-10-26,Amazon,E-commerce,2434.5,-0.114
2025-10-27,Amazon,E-commerce,2554.1,0.049
2025-10-28,Amazon,E-commerce,2130.5,-0.166
2025-10-29,Amazon,E-commerce,1748.5,-0.179
2025-10-30,Amazon,E-commerce,1770.4,0.013
2025-10-31,Amazon,E-commerce,1799.2,0.016
2025-11-01,Amazon,E-commerce,1898.1,0.055
2025-11-02,Amazon,E-commerce,2069.7,0.09
2025-11-03,Amazon,E-commerce,2463.7,0.19
2025-11-04,Amazon,E-commerce,2479.7,0.007
2025-11-05,Amazon,E-commerce,2304.1,-0.071
2025-11-06,Amazon,E-commerce,2576.2,0.118
2025-11-07,Amazon,E-commerce,2340.0,-0.092
2025-11-08,Amazon,E-commerce,2282.9,-0.024
2025-11-09,Amazon,E-commerce,1898.0,-0.169
2025-11-10,Amazon,E-commerce,1537.6,-0.19
2025-11-11,Amazon,E-commerce,1822.2,0.185
2025-11-12,Amazon,E-commerce,2067.1,0.134
2025-11-13,Amazon,E-commerce,2229.1,0.078
2025-11-14,Amazon,E-commerce,2147.9,-0.036
2025-11-15,Amazon,E-commerce,1867.2,-0.131
2025-11-16,Amazon,E-commerce,1610.6,-0.137
2025-11-17,Amazon,E-commerce,1449.7,-0.1
2025-11-18,Amazon,E-commerce,1478.3,0.02
2025-11-19,Amazon,E-commerce,1605.1,0.086
2025-11-20,Amazon,E-commerce,1708.0,0.064
2025-11-21,Amazon,E-commerce,1557.7,-0.088
2025-11-22,Amazon,E-commerce,1841.1,0.182
2025-11-23,Amazon,E-commerce,2016.3,0.095
2025-11-24,Amazon,E-commerce,2060.1,0.022
2025-11-25,Amazon,E-commerce,2152.2,0.045
2025-11-26,Amazon,E-commerce,2082.9,-0.032
2025-11-27,Amazon,E-commerce,1872.8,-0.101
2025-11-28,Amazon,E-commerce,1764.9,-0.058
2025-11-29,Amazon,E-commerce,1946.9,0.103
2025-11-30,Amazon,E-commerce,1568.7,-0.194
2025-12-01,Amazon,E-commerce,1327.8,-0.154
2025-12-02,Amazon,E-commerce,1086.7,-0.182
2025-12-03,Amazon,E-commerce,887.0,-0.184
2025-12-04,Amazon,E-commerce,1013.2,0.142
2025-12-05,Amazon,E-commerce,1095.7,0.081
2025-12-06,Amazon,E-commerce,1084.4,-0.01
2025-12-07,Amazon,E-commerce,909.9,-0.161
2025-12-08,Amazon,E-commerce,906.9,-0.003
2025-12-09,Amazon,E-commerce,897.3,-0.011
2025-12-10,Amazon,E-commerce,780.0,-0.131
2025-12-11,Amazon,E-commerce,759.3,-0.026
2025-12-12,Amazon,E-commerce,728.5,-0.041
2025-12-13,Amazon,E-commerce,762.3,0.046
2025-12-14,Amazon,E-commerce,803.5,0.054
2025-12-15,Amazon,E-commerce,657.3,-0.182
2025-12-16,Amazon,E-commerce,624.4,-0.05
2025-12-17,Amazon,E-commerce,655.8,0.05
2025-12-18,Amazon,E-commerce,656.6,0.001
2025-12-19,Amazon,E-commerce,750.3,0.143
2025-12-20,Amazon,E-commerce,797.9,0.063
2025-12-21,Amazon,E-commerce,690.3,-0.135
2025-12-22,Amazon,E-commerce,571.7,-0.172
2025-12-23,Amazon,E-commerce,604.3,0.057
2025-12-24,Amazon,E-commerce,489.8,-0.189
2025-12-25,Amazon,E-commerce,506.7,0.034
2025-12-26,Amazon,E-commerce,595.9,0.176
2025-12-27,Amazon,E-commerce,613.9,0.03
2025-12-28,Amazon,E-commerce,586.4,-0.045
2025-12-29,Amazon,E-commerce,620.0,0.057
2025-12-30,Amazon,E-commerce,609.7,-0.017
2025-12-31,Amazon,E-commerce,620.8,0.018
2025-01-01,Apple Store,E-commerce,65594.0,
2025-01-02,Apple Store,E-commerce,77177.0,0.177
2025-01-03,Apple Store,E-commerce,73660.9,-0.046
2025-01-04,Apple Store,E-commerce,87249.6,0.184
2025-01-05,Apple Store,E-commerce,101396.2,0.162
2025-01-06,Apple Store,E-commerce,89058.0,-0.122
2025-01-07,Apple Store,E-commerce,73717.2,-0.172
2025-01-08,Apple Store,E-commerce,61945.4,-0.16
2025-01-09,Apple Store,E-commerce,50007.8,-0.193
2025-01-10,Apple Store,E-commerce,41895.4,-0.162
2025-01-11,Apple Store,E-commerce,44962.3,0.073
2025-01-12,Apple Store,E-commerce,37250.2,-0.172
2025-01-13,Apple Store,E-commerce,34552.9,-0.072
2025-01-14,Apple Store,E-commerce,39319.5,0.138
2025-01-15,Apple Store,E-commerce,31821.6,-0.191
2025-01-16,Apple Store,E-commerce,35824.3,0.126
2025-01-17,Apple Store,E-commerce,32698.4,-0.087
2025-01-18,Apple Store,E-commerce,27704.2,-0.153
2025-01-19,Apple Store,E-commerce,29884.4,0.079
2025-01-20,Apple Store,E-commerce,31425.7,0.052
2025-01-21,Apple Store,E-commerce,36170.7,0.151
2025-01-22,Apple Store,E-commerce,39571.8,0.094
2025-01-23,Apple Store,E-commerce,44375.5,0.121
2025-01-24,Apple Store,E-commerce,40506.5,-0.087
2025-01-25,Apple Store,E-commerce,35280.2,-0.129
2025-01-26,Apple Store,E-commerce,38816.9,0.1
2025-01-27,Apple Store,E-commerce,43581.1,0.123
2025-01-28,Apple Store,E-commerce,52131.8,0.196
2025-01-29,Apple Store,E-commerce,50309.6,-0.035
2025-01-30,Apple Store,E-commerce,47734.1,-0.051
2025-01-31,Apple Store,E-commerce,53011.8,0.111
2025-02-01,Apple Store,E-commerce,49636.1,-0.064
2025-02-02,Apple Store,E-commerce,58188.6,0.172
2025-02-03,Apple Store,E-commerce,66530.8,0.143
2025-02-04,Apple Store,E-commerce,64641.1,-0.028
2025-02-05,Apple Store,E-commerce,71127.8,0.1
2025-02-06,Apple Store,E-commerce,78369.8,0.102
2025-02-07,Apple Store,E-commerce,65928.6,-0.159
2025-02-08,Apple Store,E-commerce,76544.5,0.161
2025-02-09,Apple Store,E-commerce,76705.3,0.002
2025-02-10,Apple Store,E-commerce,86721.7,0.131
2025-02-11,Apple Store,E-commerce,80479.4,-0.072
2025-02-12,Apple Store,E-commerce,93212.0,0.158
2025-02-13,Apple Store,E-commerce,89080.9,-0.044
2025-02-14,Apple Store,E-commerce,71650.9,-0.196
2025-02-15,Apple Store,E-commerce,83269.3,0.162
2025-02-16,Apple Store,E-commerce,69656.0,-0.163
2025-02-17,Apple Store,E-commerce,64621.7,-0.072
2025-02-18,Apple Store,E-commerce,76255.2,0.18
2025-02-19,Apple Store,E-commerce,89999.6,0.18
2025-02-20,Apple Store,E-commerce,92643.4,0.029
2025-02-21,Apple Store,E-commerce,97528.9,0.053
2025-02-22,Apple Store,E-commerce,95517.7,-0.021
2025-02-23,Apple Store,E-commerce,87616.9,-0.083
2025-02-24,Apple Store,E-commerce,81612.1,-0.069
2025-02-25,Apple Store,E-commerce,87244.0,0.069
2025-02-26,Apple Store,E-commerce,96051.2,0.101
2025-02-27,Apple Store,E-commerce,107253.8,0.117
2025-02-28,Apple Store,E-commerce,119678.9,0.116
2025-03-01,Apple Store,E-commerce,100109.3,-0.164
2025-03-02,Apple Store,E-commerce,99885.9,-0.002
2025-03-03,Apple Store,E-commerce,82208.4,-0.177
2025-03-04,Apple Store,E-commerce,83837.1,0.02
2025-03-05,Apple Store,E-commerce,81876.3,-0.023
2025-03-06,Apple Store,E-commerce,94573.8,0.155
2025-03-07,Apple Store,E-commerce,88934.0,-0.06
2025-03-08,Apple Store,E-commerce,75311.7,-0.153
2025-03-09,Apple Store,E-commerce,64556.9,-0.143
2025-03-10,Apple Store,E-commerce,71309.9,0.105
2025-03-11,Apple Store,E-commerce,74681.9,0.047
2025-03-12,Apple Store,E-commerce,62766.4,-0.16
2025-03-13,Apple Store,E-commerce,52324.7,-0.166
2025-03-14,Apple Store,E-commerce,56531.0,0.08
2025-03-15,Apple Store,E-commerce,46870.1,-0.171
2025-03-16,Apple Store,E-commerce,52904.4,0.129
2025-03-17,Apple Store,E-commerce,57268.8,0.082
2025-03-18,Apple Store,E-commerce,47678.6,-0.167
2025-03-19,Apple Store,E-commerce,39760.8,-0.166
2025-03-20,Apple Store,E-commerce,47500.5,0.195
2025-03-21,Apple Store,E-commerce,45111.6,-0.05
2025-03-22,Apple Store,E-commerce,42777.4,-0.052
2025-03-23,Apple Store,E-commerce,48129.7,0.125
2025-03-24,Apple Store,E-commerce,56740.1,0.179
2025-03-25,Apple Store,E-commerce,67770.4,0.194
2025-03-26,Apple Store,E-commerce,74639.0,0.101
2025-03-27,Apple Store,E-commerce,70944.6,-0.049
2025-03-28,Apple Store,E-commerce,59125.3,-0.167
2025-03-29,Apple Store,E-commerce,65679.8,0.111
2025-03-30,Apple Store,E-commerce,67214.2,0.023
2025-03-31,Apple Store,E-commerce,65176.9,-0.03
2025-04-01,Apple Store,E-commerce,75770.9,0.163
2025-04-02,Apple Store,E-commerce,63986.9,-0.156
2025-04-03,Apple Store,E-commerce,63798.1,-0.003
2025-04-04,Apple Store,E-commerce,51328.2,-0.195
2025-04-05,Apple Store,E-commerce,50684.8,-0.013
2025-04-06,Apple Store,E-commerce,41689.3,-0.177
2025-04-07,Apple Store,E-commerce,35332.8,-0.152
2025-04-08,Apple Store,E-commerce,29927.3,-0.153
2025-04-09,Apple Store,E-commerce,31713.5,0.06
2025-04-10,Apple Store,E-commerce,34834.6,0.098
2025-04-11,Apple Store,E-commerce,35996.3,0.033
2025-04-12,Apple Store,E-commerce,42650.9,0.185
2025-04-13,Apple Store,E-commerce,40516.1,-0.05
2025-04-14,Apple Store,E-commerce,37043.3,-0.086
2025-04-15,Apple Store,E-commerce,42504.9,0.147
2025-04-16,Apple Store,E-commerce,37805.5,-0.111
2025-04-17,Apple Store,E-commerce,44810.5,0.185
2025-04-18,Apple Store,E-commerce,36066.2,-0.195
2025-04-19,Apple Store,E-commerce,42844.9,0.188
2025-04-20,Apple Store,E-commerce,35015.6,-0.183
2025-04-21,Apple Store,E-commerce,40494.1,0.156
2025-04-22,Apple Store,E-commerce,40942.8,0.011
2025-04-23,Apple Store,E-commerce,49016.1,0.197
2025-04-24,Apple Store,E-commerce,40659.8,-0.17
2025-04-25,Apple Store,E-commerce,41535.7,0.022
2025-04-26,Apple Store,E-commerce,49332.8,0.188
2025-04-27,Apple Store,E-commerce,49788.6,0.009
2025-04-28,Apple Store,E-commerce,52365.6,0.052
2025-04-29,Apple Store,E-commerce,56465.8,0.078
2025-04-30,Apple Store,E-commerce,55439.0,-0.018
2025-05-01,Apple Store,E-commerce,58267.7,0.051
2025-05-02,Apple Store,E-commerce,60232.8,0.034
2025-05-03,Apple Store,E-commerce,69898.0,0.16
2025-05-04,Apple Store,E-commerce,57189.0,-0.182
2025-05-05,Apple Store,E-commerce,52178.4,-0.088
2025-05-06,Apple Store,E-commerce,61579.1,0.18
2025-05-07,Apple Store,E-commerce,71192.0,0.156
2025-05-08,Apple Store,E-commerce,69929.2,-0.018
2025-05-09,Apple Store,E-commerce,73289.6,0.048
2025-05-10,Apple Store,E-commerce,66763.3,-0.089
2025-05-11,Apple Store,E-commerce,58434.5,-0.125
2025-05-12,Apple Store,E-commerce,57586.0,-0.015
2025-05-13,Apple Store,E-commerce,54208.0,-0.059
2025-05-14,Apple Store,E-commerce,56022.0,0.033
2025-05-15,Apple Store,E-commerce,46559.5,-0.169
2025-05-16,Apple Store,E-commerce,55394.5,0.19
2025-05-17,Apple Store,E-commerce,66167.9,0.194
2025-05-18,Apple Store,E-commerce,71412.7,0.079
2025-05-19,Apple Store,E-commerce,72443.8,0.014
2025-05-20,Apple Store,E-commerce,66924.4,-0.076
