serialNo,name,date,amount,category
198,Bar,2020-06-09,2602.6,Entertainment
199,Miscellaneous,2020-06-23,12.71,Others
200,Train Ticket,2020-06-17,4002.0,Transportation
201,Security,2020-07-07,4371.64,Home
202,Tips,2020-07-03,5881.33,Others
203,Scarf,2020-07-26,9174.27,Clothing
204,Calling Card,2020-07-02,6168.94,Communication
205,Utilities,2020-07-02,4674.39,Home
206,Travel Insurance,2020-07-05,1706.38,Travel
207,Hotel,2020-07-20,9146.97,Travel
208,Tour Package,2020-07-14,3464.07,Travel
209,Fast Food,2020-07-26,7994.58,Food
210,VPN,2020-07-26,8937.24,Communication
211,Game,2020-07-08,8421.83,Entertainment
212,Restaurant,2020-07-21,4533.83,Food
213,Car Maintenance,2020-07-06,8321.76,Transportation
214,Fast Food,2020-07-26,8075.76,Food
215,Data Plan,2020-07-27,3428.87,Communication
216,Rental Car,2020-07-04,1003.09,Travel
217,Internet,2020-07-25,5576.54,Home
218,Exhibition,2020-07-24,4150.22,Entertainment
219,Sweater,2020-07-08,1381.23,Clothing
220,Tennis,2020-07-14,3328.07,Sports
221,Yoga,2020-07-06,4984.48,Sports
222,Football,2020-07-26,3209.55,Sports
223,Storage,2020-07-05,5866.01,Others
224,Library Fee,2020-07-18,1182.56,Education
225,Taxi,2020-07-28,7877.15,Transportation
226,Therapy,2020-07-20,2866.39,Medical
227,Dinner,2020-07-27,5472.22,Food
228,Lottery,2020-07-22,2395.47,Others
229,Appliance,2020-07-13,7746.2,Home
230,Hat,2020-07-06,8485.43,Clothing
231,Theater,2020-07-22,6074.9,Entertainment
232,Internet,2020-07-15,5337.68,Home
233,Parking,2020-07-02,2605.92,Transportation
234,Messenger App,2020-07-16,6746.43,Communication
235,Vaccine,2020-07-06,777.88,Medical
236,Groceries,2020-07-07,1245.61,Food
237,Travel Guide,2020-07-13,7539.89,Travel
238,Roaming,2020-07-19,5281.4,Communication
239,Travel Guide,2020-07-09,5049.33,Travel
240,Train Ticket,2020-07-23,8205.57,Transportation
241,Bar,2020-07-09,3973.85,Entertainment
242,Bar,2020-07-14,9348.77,Entertainment
243,Restaurant,2020-07-22,8593.9,Food
244,Hospital,2020-07-05,6075.01,Medical
245,Nightclub,2020-07-09,2377.41,Entertainment
246,Medicine,2020-07-09,1617.09,Medical
247,Bicycle,2020-07-04,7296.84,Transportation
248,SIM Card,2020-07-02,6252.89,Communication
249,Internet,2020-07-05,5992.46,Home
250,Mobile Recharge,2020-07-05,3096.72,Communication
251,Messenger App,2020-07-11,2842.23,Communication
252,Amusement Park,2020-07-16,3565.65,Entertainment
253,Lunch,2020-07-17,9700.97,Food
254,Tuition,2020-07-15,7174.51,Education
255,Taxi,2020-07-23,7660.16,Transportation
256,Jacket,2020-07-15,7361.07,Clothing
257,Calling Card,2020-07-19,9243.22,Communication
258,Scarf,2020-07-17,3699.05,Clothing
259,Lottery,2020-07-09,6933.78,Others
260,Gym,2020-07-22,8466.96,Sports
261,Train,2020-07-08,4437.91,Travel
262,Exhibition,2020-07-20,1936.67,Entertainment
263,Calling Card,2020-07-24,8400.01,Communication
264,Training,2020-07-28,3098.98,Education
265,Pants,2020-07-28,3289.74,Clothing
266,Exam Fee,2020-07-25,5709.3,Education
267,Laundry,2020-07-18,4631.79,Others
268,Bicycle,2020-07-27,9303.34,Transportation
269,Travel Insurance,2020-07-20,7942.76,Travel
270,Train,2020-07-01,7818.55,Travel
271,Breakfast,2020-07-07,1410.01,Food
272,Visa Fee,2020-07-19,6708.15,Travel
273,Sweater,2020-07-23,5683.25,Clothing
274,Repair,2020-07-19,7434.7,Home
275,Fitness Class,2020-07-27,8558.91,Sports
276,Books,2020-07-25,818.3,Education
277,Eye Exam,2020-07-18,7313.29,Medical
278,Sweater,2020-07-08,2308.28,Clothing
279,Appliance,2020-07-28,2512.59,Home
280,SIM Card,2020-07-12,4780.86,Communication
281,Decor,2020-07-01,5824.82,Home
282,Travel Insurance,2020-07-21,100.83,Travel
283,Health Check,2020-07-08,6826.35,Medical
284,Tennis,2020-07-16,3180.51,Sports
285,Insurance,2020-07-16,4451.31,Medical
286,Equipment,2020-07-22,9820.48,Sports
287,Exam Fee,2020-07-16,7766.41,Education
288,Health Check,2020-07-18,8055.29,Medical
289,Dental,2020-07-24,8089.25,Medical
290,Fine,2020-07-22,7362.81,Others
291,Fax,2020-07-06,8233.0,Communication
292,VPN,2020-07-10,6159.46,Communication
293,Basketball,2020-07-02,6257.93,Sports
294,Shirt,2020-07-14,3421.11,Clothing
295,Insurance,2020-07-19,2063.74,Medical
296,Library Fee,2020-07-02,4738.26,Education
297,Gym,2020-07-13,819.68,Sports
298,Taxi,2020-07-12,8262.94,Travel
299,Gym,2020-07-22,6633.73,Sports
300,Subway,2020-07-09,5918.12,Transportation
301,Restaurant,2020-08-06,5574.3,Food
302,Storage,2020-08-14,2059.95,Others
303,Tips,2020-08-20,9698.4,Others
304,Therapy,2020-08-13,8542.3,Medical
305,Storage,2020-08-13,5299.55,Others
306,Dental,2020-08-01,5911.25,Medical
307,Socks,2020-08-14,7076.15,Clothing
308,Utilities,2020-08-17,5838.28,Home
309,Fitness Class,2020-08-04,7165.75,Sports
310,Pants,2020-08-07,3091.55,Clothing
311,Rent,2020-08-17,5728.17,Home
312,Equipment,2020-08-20,212.64,Sports
313,Taxi,2020-08-04,1837.99,Travel
314,Fitness Class,2020-08-18,235.97,Sports
315,Books,2020-08-25,1398.84,Education
316,Travel Guide,2020-08-28,1189.99,Travel
317,Jacket,2020-08-24,3134.44,Clothing
318,Medicine,2020-08-13,5833.93,Medical
319,Medicine,2020-08-07,6214.45,Medical
320,Travel Insurance,2020-08-04,200.76,Travel
321,Bakery,2020-08-09,1548.07,Food
322,KTV,2020-08-27,843.46,Entertainment
323,Training,2020-08-28,8605.95,Education
324,Tour Package,2020-08-16,7305.14,Travel
325,Exhibition,2020-08-02,2107.93,Entertainment
326,Lunch,2020-08-09,1261.29,Food
327,Medicine,2020-08-15,3135.27,Medical
328,Snacks,2020-08-14,6280.56,Food
329,Flight,2020-08-08,6891.0,Travel
330,Exam Fee,2020-08-09,9106.46,Education
331,Taxi,2020-08-14,5767.06,Travel
332,Lecture,2020-08-04,5001.22,Education
333,Flight,2020-08-20,4128.07,Travel
334,Jacket,2020-08-20,5743.92,Clothing
335,Fine,2020-08-24,6042.99,Others
336,Seminar,2020-08-03,4880.07,Education
337,Surgery,2020-08-10,1041.95,Medical
338,Concert,2020-08-27,4603.86,Entertainment
339,KTV,2020-08-12,424.61,Entertainment
340,Hotel,2020-08-16,8451.39,Travel
341,Pet,2020-08-01,1854.54,Others
342,Hotel,2020-08-11,6771.82,Travel
343,Subway,2020-08-04,6566.34,Transportation
344,Vaccine,2020-08-04,2546.28,Medical
345,Lottery,2020-08-14,512.49,Others
346,Mortgage,2020-08-06,9520.45,Home
347,Hotel,2020-08-07,1609.32,Travel
348,Library Fee,2020-08-10,9066.73,Education
349,Surgery,2020-08-10,8000.47,Medical
350,Hotel,2020-08-27,2142.73,Travel
351,Fitness Class,2020-08-05,3223.56,Sports
352,Delivery,2020-08-21,7247.16,Food
353,Roaming,2020-08-21,7746.87,Communication
354,Miscellaneous,2020-08-16,9874.72,Others
355,Fine,2020-08-20,7700.16,Others
356,Football,2020-08-28,1864.49,Sports
357,Training,2020-08-19,6757.61,Education
358,Vaccine,2020-08-07,5513.71,Medical
359,Laundry,2020-08-05,1494.06,Others
360,Shirt,2020-08-21,2939.2,Clothing
361,Jacket,2020-08-03,1471.62,Clothing
362,Storage,2020-08-14,1175.49,Others
363,Swimming,2020-08-10,2778.99,Sports
364,Delivery,2020-08-16,3679.02,Food
365,Snacks,2020-08-20,6513.65,Food
366,Sweater,2020-08-12,3249.38,Clothing
367,Car Maintenance,2020-08-07,2066.09,Transportation
368,Health Check,2020-08-06,9377.94,Medical
369,Subway,2020-08-13,5318.17,Transportation
370,Subscription,2020-08-05,6760.69,Others
371,Exam Fee,2020-08-21,7333.55,Education
372,Mobile Recharge,2020-08-05,2673.17,Communication
373,Seminar,2020-08-13,191.4,Education
374,Football,2020-08-18,4251.79,Sports
375,Mortgage,2020-08-25,5369.0,Home
376,Medicine,2020-08-23,6733.49,Medical
377,KTV,2020-08-10,2763.29,Entertainment
378,Suit,2020-08-10,8814.71,Clothing
379,Decor,2020-08-13,6322.27,Home
380,Gift,2020-08-27,1499.31,Others
381,Mobile Recharge,2020-08-05,2068.99,Communication
382,Concert,2020-08-19,8263.83,Entertainment
383,Storage,2020-08-09,3469.07,Others
384,Ride Share,2020-08-05,8133.23,Transportation
385,Running,2020-08-27,8339.11,Sports
386,Furniture,2020-08-01,4799.32,Home
387,Fast Food,2020-08-05,488.61,Food
388,Seminar,2020-08-21,5812.88,Education
389,Swimming,2020-08-16,4657.31,Sports
390,Breakfast,2020-08-08,5839.6,Food
391,Lecture,2020-08-07,9027.73,Education
392,Luggage,2020-08-22,4608.12,Travel
393,Roaming,2020-08-26,3041.5,Communication
394,Repair,2020-08-20,3259.42,Home
395,Workshop,2020-08-19,8309.65,Education
396,Fine,2020-08-25,6221.05,Others
397,Lunch,2020-08-27,5621.29,Food
398,Appliance,2020-08-27,1928.54,Home
399,Amusement Park,2020-08-19,9462.27,Entertainment
400,Tennis,2020-08-15,9211.9,Sports
401,Workshop,2020-09-13,7620.89,Education
402,Appliance,2020-09-28,925.86,Home
403,Library Fee,2020-09-19,614.73,Education
404,Dress,2020-09-05,3748.92,Clothing
405,Ride Share,2020-09-13,7013.89,Transportation
406,Taxi,2020-09-10,9780.86,Transportation
407,Travel Guide,2020-09-22,9679.15,Travel
408,VPN,2020-09-05,7212.7,Communication
409,Restaurant,2020-09-09,5811.33,Food
410,Rent,2020-09-18,2389.74,Home
411,Dress,2020-09-06,4829.24,Clothing
412,Books,2020-09-16,7576.92,Education
413,Sweater,2020-09-01,9839.59,Clothing
414,Fine,2020-09-18,476.52,Others
415,Mortgage,2020-09-13,1715.9,Home
416,Dress,2020-09-23,5490.32,Clothing
417,Theater,2020-09-08,6974.87,Entertainment
418,Concert,2020-09-26,8011.1,Entertainment
419,Toll,2020-09-09,5203.12,Transportation
420,Vaccine,2020-09-19,4538.59,Medical
421,Sweater,2020-09-21,4271.72,Clothing
422,Rental Car,2020-09-14,9360.23,Travel
423,Exam Fee,2020-09-21,3133.58,Education
424,Gym,2020-09-18,9000.49,Sports
425,Lunch,2020-09-15,6379.5,Food
426,Concert,2020-09-01,8563.2,Entertainment
427,Bus,2020-09-15,3915.97,Transportation
428,Nightclub,2020-09-20,5889.9,Entertainment
429,Internet,2020-09-26,4362.61,Home
430,Ride Share,2020-09-25,7523.62,Transportation
431,Swimming,2020-09-23,5182.38,Sports
432,Lecture,2020-09-16,9366.39,Education
433,Online Course,2020-09-14,3316.92,Education
434,Messenger App,2020-09-04,787.34,Communication
435,Socks,2020-09-02,8243.63,Clothing
436,Fax,2020-09-15,7197.94,Communication
437,Luggage,2020-09-19,8769.13,Travel
438,Training,2020-09-16,905.56,Education
439,Subway,2020-09-13,3622.54,Transportation
440,Ride Share,2020-09-16,7587.7,Transportation
441,Tuition,2020-09-05,6165.16,Education
442,Amusement Park,2020-09-03,7076.15,Entertainment
443,VPN,2020-09-03,5418.64,Communication
444,Bus,2020-09-01,5291.78,Transportation
445,Cycling,2020-09-07,9712.27,Sports
446,Theater,2020-09-05,4374.38,Entertainment
447,Messenger App,2020-09-16,2343.76,Communication
448,Concert,2020-09-11,6667.76,Entertainment
449,Bicycle,2020-09-20,715.53,Transportation
450,Hotel,2020-09-08,5114.55,Travel
451,Amusement Park,2020-09-20,2530.24,Entertainment
452,Mortgage,2020-09-04,1487.36,Home
453,Tour Package,2020-09-09,5059.3,Travel
454,Insurance,2020-09-18,4494.76,Medical
455,Laundry,2020-09-04,1146.87,Others
456,Subway,2020-09-16,9111.19,Transportation
457,Train,2020-09-28,2242.39,Travel
458,Gym,2020-09-22,2030.99,Sports
459,Delivery,2020-09-19,5088.14,Food
460,Running,2020-09-25,679.96,Sports
461,Shirt,2020-09-09,7465.62,Clothing
462,Health Check,2020-09-04,3166.09,Medical
463,Phone Bill,2020-09-27,4530.79,Communication
464,Decor,2020-09-15,398.41,Home
465,Health Check,2020-09-27,3668.75,Medical
466,Mobile Recharge,2020-09-26,3163.97,Communication
467,Library Fee,2020-09-22,7323.31,Education
468,Car Maintenance,2020-09-09,1042.24,Transportation
469,Swimming,2020-09-13,6829.91,Sports
470,Security,2020-09-15,7824.06,Home
471,Gift,2020-09-24,6810.71,Others
472,Cleaning,2020-09-10,8574.2,Home
473,Flight,2020-09-26,3367.15,Travel
474,Bakery,2020-09-08,1915.88,Food
475,Messenger App,2020-09-26,8810.87,Communication
476,Lunch,2020-09-24,242.52,Food
477,Exhibition,2020-09-05,4041.17,Entertainment
478,Subway,2020-09-22,9234.92,Transportation
479,Bus,2020-09-21,3220.02,Transportation
480,Messenger App,2020-09-18,6080.3,Communication
481,Basketball,2020-09-25,6508.23,Sports
482,Security,2020-09-23,331.88,Home
483,Taxi,2020-09-14,2871.07,Travel
484,Nightclub,2020-09-21,2521.17,Entertainment
485,Equipment,2020-09-06,7962.77,Sports
486,Vaccine,2020-09-12,9702.46,Medical
487,Tuition,2020-09-11,5904.55,Education
488,Tour Package,2020-09-13,6973.22,Travel
489,Calling Card,2020-09-24,4806.84,Communication
490,Donation,2020-09-20,2670.82,Others
491,Exam Fee,2020-09-24,6993.75,Education
492,Bicycle,2020-09-25,2365.94,Transportation
493,KTV,2020-09-20,9554.9,Entertainment
494,Surgery,2020-09-22,7362.17,Medical
495,Breakfast,2020-09-23,7021.02,Food
496,Laundry,2020-09-04,4532.81,Others
497,Fast Food,2020-09-03,1754.9,Food
498,Concert,2020-09-02,6181.79,Entertainment
499,Miscellaneous,2020-09-11,1418.5,Others
500,Gift,2020-09-16,3155.4,Others
501,Travel Guide,2020-10-06,2991.86,Travel
502,Taxi,2020-10-21,9601.99,Travel
503,Dinner,2020-10-10,4141.27,Food
504,Coffee,2020-10-17,5404.27,Food
505,Bakery,2020-10-18,2366.05,Food
506,Tips,2020-10-02,473.23,Others
507,Train Ticket,2020-10-04,7488.29,Transportation
508,Flight,2020-10-18,9503.97,Travel
509,Bus,2020-10-16,5044.6,Transportation
510,Theater,2020-10-13,7515.72,Entertainment
511,Rental Car,2020-10-16,8242.03,Travel
512,Tour Package,2020-10-21,754.87,Travel
513,Dress,2020-10-06,4134.33,Clothing
514,Tennis,2020-10-06,8071.66,Sports
515,Storage,2020-10-04,8533.13,Others
516,Mortgage,2020-10-22,4755.74,Home
517,Eye Exam,2020-10-23,8030.4,Medical
518,Shirt,2020-10-07,370.25,Clothing
519,Travel Guide,2020-10-16,3619.82,Travel
520,Fuel,2020-10-21,4230.73,Transportation
521,Subscription,2020-10-16,8444.38,Others
522,Library Fee,2020-10-22,289.27,Education
523,Lecture,2020-10-03,2188.23,Education
524,Subscription,2020-10-03,3102.82,Others
525,Stationery,2020-10-24,7346.96,Education
526,Tips,2020-10-12,3054.78,Others
527,Jacket,2020-10-10,8282.69,Clothing
528,Tips,2020-10-21,5854.13,Others
529,Hat,2020-10-16,8575.44,Clothing
530,Socks,2020-10-05,4043.01,Clothing
531,Taxi,2020-10-06,2819.64,Transportation
532,Scarf,2020-10-26,6892.85,Clothing
533,Travel Guide,2020-10-01,3669.98,Travel
534,Shirt,2020-10-17,4680.57,Clothing
535,Delivery,2020-10-08,8632.58,Food
536,Rental Car,2020-10-17,8855.15,Travel
537,Internet,2020-10-14,2713.09,Communication
538,Fast Food,2020-10-22,4831.65,Food
539,Cleaning,2020-10-17,9356.48,Home
540,Toll,2020-10-13,2875.46,Transportation
541,Medicine,2020-10-19,2172.99,Medical
542,Suit,2020-10-15,3579.84,Clothing
543,Tuition,2020-10-14,1574.07,Education
544,Dental,2020-10-24,6624.96,Medical
545,Theater,2020-10-03,7612.04,Entertainment
546,Toll,2020-10-01,6520.12,Transportation
547,Shirt,2020-10-24,9775.84,Clothing
548,Concert,2020-10-19,5510.45,Entertainment
549,Basketball,2020-10-04,7518.22,Sports
550,Pet,2020-10-14,8165.31,Others
551,Tour Package,2020-10-24,2649.3,Travel
552,Shoes,2020-10-20,9352.16,Clothing
553,Concert,2020-10-23,1430.1,Entertainment
554,Dental,2020-10-22,74.81,Medical
555,Taxi,2020-10-22,1048.81,Transportation
556,Eye Exam,2020-10-08,1943.95,Medical
557,Books,2020-10-27,6964.54,Education
558,Mortgage,2020-10-18,4362.53,Home
559,SIM Card,2020-10-14,7214.59,Communication
560,Train,2020-10-21,420.4,Travel
561,Bicycle,2020-10-13,6727.94,Transportation
562,Tennis,2020-10-04,6670.5,Sports
563,Tennis,2020-10-13,6524.05,Sports
564,Amusement Park,2020-10-05,1992.88,Entertainment
565,Roaming,2020-10-15,9355.19,Communication
566,Coffee,2020-10-22,7064.44,Food
567,Yoga,2020-10-03,4955.12,Sports
568,Internet,2020-10-27,6549.84,Communication
569,Internet,2020-10-03,934.22,Communication
570,Toll,2020-10-10,645.47,Transportation
571,Decor,2020-10-16,7742.95,Home
572,Game,2020-10-15,2342.47,Entertainment
573,Tour Package,2020-10-11,2120.69,Travel
574,Appliance,2020-10-24,1248.54,Home
575,Running,2020-10-04,1706.32,Sports
576,Utilities,2020-10-15,2772.43,Home
577,Shirt,2020-10-12,4655.22,Clothing
578,Bakery,2020-10-03,8644.18,Food
579,Tennis,2020-10-06,3949.61,Sports
580,Luggage,2020-10-13,2053.74,Travel
581,Cleaning,2020-10-04,6331.27,Home
582,Streaming Service,2020-10-26,5034.53,Entertainment
583,Basketball,2020-10-23,2205.2,Sports
584,VPN,2020-10-20,1702.84,Communication
585,SIM Card,2020-10-21,9597.99,Communication
586,Scarf,2020-10-19,6496.8,Clothing
587,Train,2020-10-08,3182.31,Travel
588,Bicycle,2020-10-08,1192.48,Transportation
589,Fine,2020-10-05,7014.72,Others
590,Lottery,2020-10-21,4448.65,Others
591,Cycling,2020-10-15,8273.01,Sports
592,Workshop,2020-10-19,7343.99,Education
593,Storage,2020-10-23,4953.06,Others
594,Restaurant,2020-10-02,2128.54,Food
595,Fast Food,2020-10-26,1445.48,Food
596,Subscription,2020-10-15,2263.53,Others
597,Hospital,2020-10-22,552.73,Medical
598,Internet,2020-10-26,4894.04,Home
599,Tour Package,2020-10-04,9100.0,Travel
600,Phone Bill,2020-10-27,6846.39,Communication
601,Health Check,2020-11-17,1768.38,Medical
602,Therapy,2020-11-23,3982.98,Medical
603,Gym,2020-11-21,2357.71,Sports
604,Streaming Service,2020-11-24,7360.87,Entertainment
605,Lecture,2020-11-20,6611.03,Education
606,Basketball,2020-11-27,3169.03,Sports
607,Insurance,2020-11-17,1679.08,Medical
608,Internet,2020-11-25,7860.37,Communication
